likes,retweets,total_replies,created_at,cleaned_text,label,Cleaned_Text,Label
0,0,0,2025-04-15 08:03:25+00:00,of kenyans want ruto out over people voted in a poll i run the public mood is loud clear and national,neutral,of kenyans want ruto out over people voted in a poll i run the public mood is loud clear and national,
0,0,0,2025-04-15 07:55:24+00:00,you lack a plan to transform kenya you only want ruto out this selfishness and tribalism will not prevail we will vote for ruto again,neutral,you lack a plan to transform kenya you only want ruto out this selfishness and tribalism will not prevail we will vote for ruto again,
0,0,0,2025-04-15 07:50:22+00:00,but being resilient as they are kenyans refused to join his myopic political tussles in mt kenya rigathi gachagua is desperate to lock william ruto out but the recent presidential trip caught him with surprises that part of kenya is not ready to be left behind,neutral,but being resilient as they are kenyans refused to join his myopic political tussles in mt kenya rigathi gachagua is desperate to lock william ruto out but the recent presidential trip caught him with surprises that part of kenya is not ready to be left behind,
0,0,0,2025-04-15 06:36:56+00:00,we kwenda ata wewe we need to get ruto out first,neutral,we kwenda ata wewe we need to get ruto out first,
0,0,0,2025-04-15 06:05:31+00:00,the correct headline is of twitter users following one account voted for ruto out dont manipulate like them,neutral,the correct headline is of twitter users following one account voted for ruto out dont manipulate like them,
0,0,0,2025-04-15 05:50:41+00:00,of kenyans want ruto out over people voted in a poll i run the public mood is loud clear and national,neutral,of kenyans want ruto out over people voted in a poll i run the public mood is loud clear and national,
0,0,0,2025-04-15 04:26:43+00:00,i want president william ruto out of office like yesterday everybody knows nothing is working and things will only get worse but if the option is to remove ruto and replace him with the same people that brought us this mess the same people who vote with impunity count me out,neutral,i want president william ruto out of office like yesterday everybody knows nothing is working and things will only get worse but if the option is to remove ruto and replace him with the same people that brought us this mess the same people who vote with impunity count me out,
0,0,0,2025-04-14 22:16:06+00:00,soon and his kijana chura will know that the mulembe nation has numbers when they will vote ruto out of the presidency in,offensive,soon and his kijana chura will know that the mulembe nation has numbers when they will vote ruto out of the presidency in,
0,0,0,2025-04-14 19:03:35+00:00,do you think that coalition will bring any change voting ruto out and voting same apes and thinking things will be better youre being fooled for a start vote in independent candidates in parliament to strengthen it rather than parties,neutral,do you think that coalition will bring any change voting ruto out and voting same apes and thinking things will be better youre being fooled for a start vote in independent candidates in parliament to strengthen it rather than parties,
0,0,0,2025-04-14 18:17:05+00:00,sir at this moment we would vote for a dog against ruto all we want is ruto out,neutral,sir at this moment we would vote for a dog against ruto all we want is ruto out,
0,0,0,2025-04-14 17:12:12+00:00,kuna watu wako huku kutrendisha juu ya shs before we talk of voting ruto out lets first eradicate poverty lets pray may such poverty never knock my door,neutral,kuna watu wako huku kutrendisha juu ya shs before we talk of voting ruto out lets first eradicate poverty lets pray may such poverty never knock my door,
0,0,0,2025-04-14 16:41:18+00:00,i agree if we want ruto out we cant have a genz candidate for but partnered with the likes of omtata we can get the genz presidential elect a step closer for,neutral,i agree if we want ruto out we cant have a genz candidate for but partnered with the likes of omtata we can get the genz presidential elect a step closer for,
0,0,0,2025-04-14 15:51:09+00:00,i am a strong supporter of sifuna and i know hes one of the last odm members still standing stronger on the pillars of the party but your tweet suggests that babu is not fit i want odm to remain strong and chase ruto out were not going to host this guy in my party,neutral,i am a strong supporter of sifuna and i know hes one of the last odm members still standing stronger on the pillars of the party but your tweet suggests that babu is not fit i want odm to remain strong and chase ruto out were not going to host this guy in my party,
0,0,0,2025-04-14 14:58:55+00:00,i want president william ruto out of office like yesterday everybody knows nothing is working and things will only get worse but if the option is to remove ruto and replace him with the same people that brought us this mess the same people who vote with impunity and tribal,neutral,i want president william ruto out of office like yesterday everybody knows nothing is working and things will only get worse but if the option is to remove ruto and replace him with the same people that brought us this mess the same people who vote with impunity and tribal,
0,0,0,2025-04-14 11:38:18+00:00,anybody that wants ruto out of power of our friend,neutral,anybody that wants ruto out of power of our friend,
0,0,0,2025-04-14 11:14:43+00:00,understand that this one was the same one who went to see king and queen of god knows where ati representing gen z while we gen z said they shouldnt have showed up shes paid to do this and say this we need to vote for someone who can kick ruto out not to split vote,neutral,understand that this one was the same one who went to see king and queen of god knows where ati representing gen z while we gen z said they shouldnt have showed up shes paid to do this and say this we need to vote for someone who can kick ruto out not to split vote,
0,0,0,2025-04-14 10:37:02+00:00,but the idiots will tell you the enemy of my enemy there is no such thing they simply want ruto out so they can replace him in the corrupt high office,neutral,but the idiots will tell you the enemy of my enemy there is no such thing they simply want ruto out so they can replace him in the corrupt high office,
0,0,0,2025-04-14 10:06:47+00:00,so all we as a country we want is ruto outeven if we replace him by a far worse person than himwiiiihwhy can we gather our votes towards someone who can bring thee change we yearn forcause all we need is to convice thee majority to vote for that one person,neutral,so all we as a country we want is ruto outeven if we replace him by a far worse person than himwiiiihwhy can we gather our votes towards someone who can bring thee change we yearn forcause all we need is to convice thee majority to vote for that one person,
0,0,0,2025-04-14 09:09:07+00:00,ruto out like yesterday,neutral,ruto out like yesterday,
0,0,0,2025-04-14 08:58:55+00:00,i agree if we want mr ruto out lazima tuungane wote with the same goal despite age na tribe then the young people wakue na watu kwa gava for years to get the nurturing after hapo the millennials na genz we take over our country otherwise tutakaa kwa kasongo yrs bitterly,offensive,i agree if we want mr ruto out lazima tuungane wote with the same goal despite age na tribe then the young people wakue na watu kwa gava for years to get the nurturing after hapo the millennials na genz we take over our country otherwise tutakaa kwa kasongo yrs bitterly,
0,0,0,2025-04-14 07:43:16+00:00,we actually not hating on you we just wondering how stupid you are to support a thieve and killer claiming he is your kingpin of you will still vote him secretly juu ni mtu yenu and again a motherfuker who supported ruto is still a motherfuker unless they vote ruto out,offensive,we actually not hating on you we just wondering how stupid you are to support a thieve and killer claiming he is your kingpin of you will still vote him secretly juu ni mtu yenu and again a motherfuker who supported ruto is still a motherfuker unless they vote ruto out,
0,0,0,2025-04-14 06:42:31+00:00,the fear became elusive when they started killing peoples children like chickennow every kenyan is ready to be killed if that is what it will take to remove ruto out of power,neutral,the fear became elusive when they started killing peoples children like chickennow every kenyan is ready to be killed if that is what it will take to remove ruto out of power,
